trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
21/06/2020 12:41,630426000000,"fraud_Schaefer, Fay and Hilll",entertainment,5.95,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,14/03/1970,5fd8939565a1580d370082d81bbcb1f4,1371818494,38.665727,-80.435349,0
21/06/2020 12:42,4708990000000000,"fraud_Roberts, Ryan and Smith",personal_care,19.73,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",08/09/1938,ca1bd51b5324c47c68bed7bbfdd80753,1371818527,34.871462,-91.496576,0
21/06/2020 12:42,30235000000000,fraud_Stiedemann Ltd,food_dining,128.33,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22/01/1978,7f736b6cf6e36cdada7694aeca3daa24,1371818531,43.051363,-87.799946,0
21/06/2020 12:42,377234000000000,fraud_Pacocha-Weissnat,kids_pets,136.16,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,14/02/1966,0da884d5079ef2919db75faeb328a191,1371818549,39.544819,-76.943965,0
21/06/2020 12:43,4294040000000000,fraud_Homenick LLC,personal_care,16.8,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31/12/1986,1023690403cb70fdd8df519f40fc9d54,1371818587,33.647548,-80.75383,0
21/06/2020 12:43,180018000000000,fraud_Cartwright PLC,kids_pets,113.89,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,21/03/1988,c51cdf622b069ea4e183428de3e94dce,1371818589,42.225874,-83.540129,0
21/06/2020 12:43,6011440000000000,fraud_Pouros-Haag,shopping_pos,37.14,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,08/04/1993,80c507e5c3aba4a8602e46b842f128af,1371818594,35.026522,-90.444442,0
21/06/2020 12:43,5501080000000000,fraud_Kihn-Fritsch,food_dining,16.06,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,04/01/1966,04207da612fce9f0093acb23a68c11e7,1371818638,40.312539,-81.654015,0
21/06/2020 12:44,6011100000000000,fraud_Lynch Ltd,shopping_pos,1.01,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,02/09/1985,b1376da15c587d540fe1fce58e3f7592,1371818652,37.901707,-79.52365,0
21/06/2020 12:44,374930000000000,fraud_Klein Group,entertainment,6.98,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,05/11/1971,ace32c67fb8d3d030fdddad4649c9dae,1371818669,42.964421,-83.670351,0
21/06/2020 12:45,4500000000000,fraud_Quitzon-Goyette,home,31.88,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,07/04/1965,b0dc912812fad96b08bef19985b47c97,1371818723,38.215956,-75.272334,0
